landmark_0,landmark_1,landmark_2,landmark_3,landmark_4,landmark_5,landmark_6,landmark_7,landmark_8,landmark_9,landmark_10,landmark_11,landmark_12,landmark_13,landmark_14,landmark_15,landmark_16,landmark_17,landmark_18,landmark_19,landmark_20,landmark_21,landmark_22,landmark_23,landmark_24,landmark_25,landmark_26,landmark_27,landmark_28,landmark_29,landmark_30,landmark_31,landmark_32,landmark_33,landmark_34,landmark_35,landmark_36,landmark_37,landmark_38,landmark_39,landmark_40,landmark_41,class
0.2849772870540619,0.6816450357437134,0.3514159023761749,0.6307232975959778,0.38600629568099976,0.5143561363220215,0.3871159553527832,0.4110349714756012,0.3892747759819031,0.33118313550949097,0.3498135209083557,0.42725297808647156,0.3513745367527008,0.34301450848579407,0.3570140600204468,0.42077282071113586,0.353938490152359,0.482244610786438,0.30331581830978394,0.4328594207763672,0.3064723610877991,0.35067784786224365,0.31705373525619507,0.4521358013153076,0.3168622851371765,0.5097600221633911,0.25475814938545227,0.45075723528862,0.26037853956222534,0.37601321935653687,0.27552857995033264,0.4775620996952057,0.2780155539512634,0.5317655801773071,0.20384204387664795,0.48127293586730957,0.20848408341407776,0.41133928298950195,0.22877274453639984,0.4739464819431305,0.23653371632099152,0.5178293585777283,A
0.5657123327255249,0.7018194794654846,0.4874557852745056,0.6458475589752197,0.4390217363834381,0.5252650380134583,0.4224269688129425,0.42006099224090576,0.4133742153644562,0.33291298151016235,0.47458416223526,0.4164796769618988,0.4705886244773865,0.3391164541244507,0.4748305380344391,0.4167269170284271,0.4791317880153656,0.4763384163379669,0.5251452922821045,0.4122178852558136,0.5201243758201599,0.325684130191803,0.5144253373146057,0.43236488103866577,0.5179596543312073,0.4826737642288208,0.5766978859901428,0.4264754056930542,0.5777871012687683,0.3401952385902405,0.5613632798194885,0.44026899337768555,0.5585468411445618,0.4911493957042694,0.6308837532997131,0.45861274003982544,0.62772536277771,0.3900099992752075,0.6037584543228149,0.45600593090057373,0.5920646786689758,0.4982054829597473,A
0.3010164201259613,0.6898625493049622,0.35924768447875977,0.6456725597381592,0.39594587683677673,0.5285114049911499,0.39490893483161926,0.4246143698692322,0.39930444955825806,0.3429063558578491,0.356675386428833,0.4393557906150818,0.357057124376297,0.35604387521743774,0.36563840508461,0.43456724286079407,0.36253809928894043,0.4974229633808136,0.30771949887275696,0.44616127014160156,0.31141096353530884,0.36806556582450867,0.32591143250465393,0.4686204493045807,0.32630279660224915,0.527126133441925,0.2594813108444214,0.46479523181915283,0.2634020745754242,0.38968992233276367,0.28252050280570984,0.4898239076137543,0.2872892916202545,0.5462433695793152,0.20977838337421417,0.49506744742393494,0.21435539424419403,0.4285757541656494,0.2368789166212082,0.48990747332572937,0.24592913687229156,0.5349141359329224,A
0.6103136539459229,0.7604708671569824,0.5377262830734253,0.7030073404312134,0.48836570978164673,0.5809332728385925,0.46989405155181885,0.4753769338130951,0.4635206162929535,0.3880033791065216,0.5203567743301392,0.46729812026023865,0.5206282138824463,0.38865554332733154,0.5265541672706604,0.4680922031402588,0.5314028263092041,0.5178090333938599,0.5719673037528992,0.4651389718055725,0.5750795602798462,0.3802793323993683,0.5707826018333435,0.4901089668273926,0.5718023180961609,0.5302819013595581,0.6245840191841125,0.4811570942401886,0.6338257789611816,0.3994324505329132,0.6190087199211121,0.5007153749465942,0.6146752834320068,0.5430581569671631,0.6775222420692444,0.5124515891075134,0.6820462942123413,0.4429987967014313,0.6603211164474487,0.5106180906295776,0.6485522985458374,0.5494099259376526,A
0.3052787482738495,0.7061171531677246,0.37060192227363586,0.6525402069091797,0.40471380949020386,0.5327852964401245,0.40252846479415894,0.4312252104282379,0.40566733479499817,0.3509570360183716,0.3665067255496979,0.45130273699760437,0.3641732335090637,0.36815881729125977,0.371700644493103,0.4457317590713501,0.369928777217865,0.5078866481781006,0.31774288415908813,0.45768582820892334,0.3195239305496216,0.3817089796066284,0.33174481987953186,0.4822677969932556,0.3323155641555786,0.5407813787460327,0.2686139941215515,0.4757921099662781,0.27213019132614136,0.4011290669441223,0.2895459532737732,0.502622127532959,0.2938710153102875,0.5600144267082214,0.2175048589706421,0.5060601234436035,0.22384023666381836,0.43987083435058594,0.24421250820159912,0.5041751265525818,0.2515765428543091,0.5497523546218872,A
0.6185252070426941,0.7724817395210266,0.5442467927932739,0.715239942073822,0.4946160316467285,0.5921595692634583,0.4785304069519043,0.48302891850471497,0.471125990152359,0.395016074180603,0.5263010263442993,0.47721537947654724,0.5276041030883789,0.393945574760437,0.5327169299125671,0.47701799869537354,0.5358176827430725,0.5283944606781006,0.5781216025352478,0.4745566248893738,0.5834527611732483,0.3922405540943146,0.5775126814842224,0.5026003122329712,0.5754725933074951,0.5368112921714783,0.630883514881134,0.4899919331073761,0.6419915556907654,0.4068792462348938,0.6269228458404541,0.508036196231842,0.6208176612854004,0.5477926731109619,0.683213472366333,0.5207813382148743,0.6903099417686462,0.45462730526924133,0.6680107712745667,0.5202428698539734,0.6550613045692444,0.5560315251350403,A
0.31496742367744446,0.6993619799613953,0.37483078241348267,0.6507221460342407,0.40911442041397095,0.5329691767692566,0.40802323818206787,0.4345586895942688,0.40792518854141235,0.355827271938324,0.36400580406188965,0.45236068964004517,0.36352047324180603,0.37180256843566895,0.3734281063079834,0.4522085189819336,0.37195849418640137,0.5160653591156006,0.31635308265686035,0.45919594168663025,0.31715044379234314,0.3822892904281616,0.33440056443214417,0.4829113483428955,0.3363094925880432,0.5430550575256348,0.26852017641067505,0.47830742597579956,0.2707706689834595,0.4072825610637665,0.292897492647171,0.5060511827468872,0.2988748550415039,0.5605968832969666,0.2190254032611847,0.5080358386039734,0.22328200936317444,0.4473477602005005,0.24717006087303162,0.5090861320495605,0.2563477158546448,0.5526941418647766,A
0.6255567669868469,0.7817552089691162,0.5510188937187195,0.7267540693283081,0.5001793503761292,0.6044841408729553,0.48305124044418335,0.49278703331947327,0.4751763939857483,0.40411368012428284,0.5315210819244385,0.4878171682357788,0.5332432985305786,0.40160489082336426,0.5384250283241272,0.48312366008758545,0.5421035885810852,0.5339339375495911,0.5822800397872925,0.48535072803497314,0.5883157849311829,0.399681955575943,0.5825721025466919,0.5085076689720154,0.5806745886802673,0.5442356467247009,0.6334375143051147,0.5005828738212585,0.6454132199287415,0.41693055629730225,0.6307557225227356,0.5180610418319702,0.6254323124885559,0.5578411221504211,0.6847564578056335,0.5298919677734375,0.6907521486282349,0.45966213941574097,0.6712701320648193,0.5278472304344177,0.6611380577087402,0.5653183460235596,A
0.3128780722618103,0.701839029788971,0.37153854966163635,0.6636991500854492,0.4059343636035919,0.5432819724082947,0.40617331862449646,0.4410898983478546,0.4103968143463135,0.3616924583911896,0.36799225211143494,0.46290382742881775,0.3667343854904175,0.3825211524963379,0.3740527033805847,0.4617025852203369,0.3711354732513428,0.5207970142364502,0.31970658898353577,0.4689199924468994,0.3220786452293396,0.39064615964889526,0.3366057276725769,0.488371878862381,0.33789557218551636,0.5454335808753967,0.2713038921356201,0.4865882694721222,0.27625733613967896,0.4163846969604492,0.29534125328063965,0.515308678150177,0.29950815439224243,0.5680517554283142,0.2216869294643402,0.5141507983207703,0.22773928940296173,0.4546957015991211,0.2500683665275574,0.5167374014854431,0.2584594190120697,0.5595237016677856,A
0.6273218989372253,0.7841858863830566,0.5535476803779602,0.7332178354263306,0.5039445757865906,0.6087713241577148,0.488370418548584,0.49757251143455505,0.48029670119285583,0.41051116585731506,0.5368701219558716,0.49402105808258057,0.5378082394599915,0.4121512174606323,0.5426536798477173,0.4950474798679352,0.5462033748626709,0.5446410775184631,0.5875210762023926,0.4927021265029907,0.5918737649917603,0.40770524740219116,0.5860648155212402,0.5214802026748657,0.5850404500961304,0.5529488921165466,0.638680100440979,0.5088104009628296,0.6491969227790833,0.42569562792778015,0.6340430974960327,0.5293083786964417,0.6290110945701599,0.5652692914009094,0.6901866793632507,0.53901207447052,0.6947270035743713,0.47293877601623535,0.6749202013015747,0.5419754981994629,0.665123462677002,0.5757731795310974,A
